oslid,csign,Actual,csignLabel,validLabel(T_F),cdli_label
o0018869,http://www.wikidata.org/entity/Q125093013,𒂗×𒆳,CUNEIFORM SIGN EN TIMES KUR (𒂗 × 𒆳),,
o0108739,http://www.wikidata.org/entity/Q125125808,𒂗×𒈦,CUNEIFORM SIGN EN TIMES MASH (𒂗 × 𒈦),,
,http://www.wikidata.org/entity/Q123156185,𒂗×𒉣,CUNEIFORM SIGN EN TIMES NUN (𒂗 × 𒉣),,
o0001084,http://www.wikidata.org/entity/Q125092867,𒂗×𒌋,CUNEIFORM SIGN EN TIMES U (𒂗 × 𒌋),,
,http://www.wikidata.org/entity/Q123226331,𒂗×𒌓,CUNEIFORM SIGN EN TIMES UDU (𒂗 × 𒌓),,
o0002812,http://www.wikidata.org/entity/Q120349352,𒋙𒀭,CUNEIFORM SIGN EN2 (𒋙 & 𒀭),,
o0001063,http://www.wikidata.org/entity/Q123262643,𒂗×𒈨×𒈬,CUNEIFORM SIGN ENDIB (𒂗 × 𒈨 × 𒈬),,
o0001059,http://www.wikidata.org/entity/Q123262660,𒂗×𒈨×𒄀,CUNEIFORM SIGN ENGIZ (𒂗 × 𒈨 × 𒄀),,
o0000685,http://www.wikidata.org/entity/Q122417472,𒀀𒅆,CUNEIFORM SIGN ER2 (𒀀 & 𒅆),,
o0027953,http://www.wikidata.org/entity/Q125125835,𒂞×𒆜,CUNEIFORM SIGN EREN TIMES KASKAL (𒂞 × 𒆜),,
o0002066,http://www.wikidata.org/entity/Q122416728,𒉈𒊒,CUNEIFORM SIGN ERIM2 (𒉈 & 𒊒),,
o0000179,http://www.wikidata.org/entity/Q124867217,𒂠@t,CUNEIFORM SIGN ESH2 TENU (𒂠@t),,
o0027974,http://www.wikidata.org/entity/Q123226372,𒂷𒄑,CUNEIFORM SIGN ESHDA (𒂷 & 𒄑),,
,http://www.wikidata.org/entity/Q123226423,𒂷𒄑×𒋻,CUNEIFORM SIGN ESHDA TIMES TAR ((𒂷 & 𒄑) × 𒋻),,
o0002659,http://www.wikidata.org/entity/Q123118599,𒍠𒄩,CUNEIFORM SIGN ESHSAD (𒍠 & 𒄩),,
o0031836,http://www.wikidata.org/entity/Q124823175,𒂡@s,CUNEIFORM SIGN EZEN SHESHIG (𒂡@s),,
o0027790,http://www.wikidata.org/entity/Q125125848,𒂡×𒂅,CUNEIFORM SIGN EZEN TIMES DUN3 (𒂡 × 𒂅),,
,http://www.wikidata.org/entity/Q123156347,𒂡×𒂗,CUNEIFORM SIGN EZEN TIMES EN (𒂡 × 𒂗),,
o0187962,http://www.wikidata.org/entity/Q122915123,𒂡×𒄬,CUNEIFORM SIGN EZEN TIMES HAL (𒂡 × 𒄬),,
,http://www.wikidata.org/entity/Q123156356,𒂡×𒆏,CUNEIFORM SIGN EZEN TIMES KAB (𒂡 × 𒆏),,
,http://www.wikidata.org/entity/Q123156366,𒂡×𒉏,CUNEIFORM SIGN EZEN TIMES NIM (𒂡 × 𒉏),,
,http://www.wikidata.org/entity/Q123156380,𒂡×𒂇,CUNEIFORM SIGN EZEN TIMES NIMGIR (𒂡 × 𒂇),,
,http://www.wikidata.org/entity/Q123156388,𒂡×𒋥,CUNEIFORM SIGN EZEN TIMES RAD (𒂡 × 𒋥),,
,http://www.wikidata.org/entity/Q123301232,𒂡×𒌑×𒀀,CUNEIFORM SIGN EZEN TIMES U2 TIMES A (𒂡 × 𒌑 × 𒀀),,
,http://www.wikidata.org/entity/Q123226551,𒂵×𒌋,CUNEIFORM SIGN GA TIMES U (𒂵 × 𒌋),,
,http://www.wikidata.org/entity/Q123226572,𒂵×𒓯,CUNEIFORM SIGN GA TIMES ZATU 753 (𒂵 × 𒓯),,
o0001171,http://www.wikidata.org/entity/Q122924776,𒂵𒆜,CUNEIFORM SIGN GA.KASKAL (𒂵 & 𒆜),,
,http://www.wikidata.org/entity/Q123156536,𒂷×𒀊,CUNEIFORM SIGN GA2 TIMES AB (𒂷 × 𒀊),,
,http://www.wikidata.org/entity/Q123226587,𒂷×𒁁×𒁹,CUNEIFORM SIGN GA2 TIMES BAD TIMES DISH (𒂷 × 𒁁 × 𒁹),,
o0027970,http://www.wikidata.org/entity/Q125092351,𒂷×𒁴,CUNEIFORM SIGN GA2 TIMES DIM (𒂷 × 𒁴),,
o0027791,http://www.wikidata.org/entity/Q125092406,𒂷×𒃵,CUNEIFORM SIGN GA2 TIMES GAM (𒂷 × 𒃵),,
,http://www.wikidata.org/entity/Q123262705,𒂷×𒄫,CUNEIFORM SIGN GA2 TIMES GIR (𒂷 × 𒄫),,
,http://www.wikidata.org/entity/Q123156840,𒂷×𒄕,CUNEIFORM SIGN GA2 TIMES GISH TENU (𒂷 × 𒄕),,
,http://www.wikidata.org/entity/Q123301285,𒂷×𒄞×𒂠,CUNEIFORM SIGN GA2 TIMES GU4 TIMES SHE3 (𒂷 × 𒄞 × 𒂠),,
,http://www.wikidata.org/entity/Q122937571,𒂷×𒄩𒄩,CUNEIFORM SIGN GA2 TIMES HA.HA (𒂷 × (𒄩 & 𒄩)),,
,http://www.wikidata.org/entity/Q123156980,𒂷×𒄭,CUNEIFORM SIGN GA2 TIMES HI (𒂷 × 𒄭),,
,http://www.wikidata.org/entity/Q123226614,𒂷×𒄭×𒋦,CUNEIFORM SIGN GA2 TIMES HI TIMES SUHUR (𒂷 × 𒄭 × 𒋦),,
o0027976,http://www.wikidata.org/entity/Q125092462,𒂷×𒅍,CUNEIFORM SIGN GA2 TIMES IL2 (𒂷 × 𒅍),,
,http://www.wikidata.org/entity/Q123157520,𒂷×𒆬,CUNEIFORM SIGN GA2 TIMES KU3 (𒂷 × 𒆬),,
,http://www.wikidata.org/entity/Q123157541,𒂷×𒆳,CUNEIFORM SIGN GA2 TIMES KUR (𒂷 × 𒆳),,
o0022953,http://www.wikidata.org/entity/Q122915030,𒂷×𒇷,CUNEIFORM SIGN GA2 TIMES LI (𒂷 × 𒇷),,
,http://www.wikidata.org/entity/Q123157557,𒂷×𒈦,CUNEIFORM SIGN GA2 TIMES MASH (𒂷 × 𒈦),,
,http://www.wikidata.org/entity/Q123157569,𒂷×𒉀,CUNEIFORM SIGN GA2 TIMES NAGA (𒂷 × 𒉀),,
,http://www.wikidata.org/entity/Q123157580,𒂷×𒉌,CUNEIFORM SIGN GA2 TIMES NI (𒂷 × 𒉌),,
,http://www.wikidata.org/entity/Q121508538,𒂷×𒉡,CUNEIFORM SIGN GA2 TIMES NU (𒂷 × 𒉡),,
,http://www.wikidata.org/entity/Q122937935,𒂷×𒊩𒆳,CUNEIFORM SIGN GA2 TIMES SAL.KUR (𒂷 × (𒊩 & 𒆳)),,
,http://www.wikidata.org/entity/Q121508668,𒂷×𒋙,CUNEIFORM SIGN GA2 TIMES SHU2 (𒂷 × 𒋙),,
o0027693,http://www.wikidata.org/entity/Q122937980,𒂷×𒋡,CUNEIFORM SIGN GA2 TIMES SILA3 (𒂷 × 𒋡),,
,http://www.wikidata.org/entity/Q123157589,𒂷×𒋦,CUNEIFORM SIGN GA2 TIMES SUHUR (𒂷 × 𒋦),,
,http://www.wikidata.org/entity/Q123157622,𒂷×𒋨,CUNEIFORM SIGN GA2 TIMES SUMASH (𒂷 × 𒋨),,
o0000192,http://www.wikidata.org/entity/Q124856470,𒃮@t,CUNEIFORM SIGN GABA TENU (𒃮@t),,
,http://www.wikidata.org/entity/Q123157674,𒃰@g,CUNEIFORM SIGN GAD GUNU (𒃰@g),,
o0001191,http://www.wikidata.org/entity/Q120270760,𒃰𒋺,CUNEIFORM SIGN GAD.KID2 (𒃰 & 𒋺),,
o0002450,http://www.wikidata.org/entity/Q120279053,𒌋𒁵,CUNEIFORM SIGN GAKKUL (𒌋 & 𒁵),,
o0002449,http://www.wikidata.org/entity/Q120278755,𒌋𒁴,CUNEIFORM SIGN GAKKUL3 (𒌋 & 𒁴),,
o0002610,http://www.wikidata.org/entity/Q123118572,𒍑𒆪,CUNEIFORM SIGN GALA (𒍑 & 𒆪),,
,http://www.wikidata.org/entity/Q123160119,𒃴@g,CUNEIFORM SIGN GALAM GUNU (𒃴@g),,
o0000198,http://www.wikidata.org/entity/Q122915428,𒃶@s,CUNEIFORM SIGN GAN SHESHIG (𒃶@s),,
,http://www.wikidata.org/entity/Q123226789,𒃶×𒄑×𒁷,CUNEIFORM SIGN GAN TIMES GISH TIMES DIN (𒃶 × 𒄑 × 𒁷),,
,http://www.wikidata.org/entity/Q123157707,𒃶×𒆸,CUNEIFORM SIGN GAN TIMES LAGAB (𒃶 × 𒆸),,
,http://www.wikidata.org/entity/Q123157732,𒃶×𒉈,CUNEIFORM SIGN GAN TIMES NE (𒃶 × 𒉈),,
,http://www.wikidata.org/entity/Q123157757,𒃶×𒊺,CUNEIFORM SIGN GAN TIMES SHE (𒃶 × 𒊺),,
o0000200,http://www.wikidata.org/entity/Q124972219,𒃷@g,CUNEIFORM SIGN GAN2 GUNU (𒃷@g),,
o0000203,http://www.wikidata.org/entity/Q123157800,𒃻@g,CUNEIFORM SIGN GAR GUNU (𒃻@g),,
o0002136,http://www.wikidata.org/entity/Q123087797,𒉣𒈨𒋳,CUNEIFORM SIGN GASHAM (𒉣 & 𒈨 & 𒋳),,
o0002304,http://www.wikidata.org/entity/Q120352664,𒊩𒆳,CUNEIFORM SIGN GEME2 (𒊩 & 𒆳),,
,http://www.wikidata.org/entity/Q123226848,𒄀/𒄀/𒄀×𒋠,CUNEIFORM SIGN GI OVER GI OVER GI TIMES SIG2 ((𒄀 / 𒄀 / 𒄀) × 𒋠),,
,http://www.wikidata.org/entity/Q123226891,𒄀/𒄀×𒂠,CUNEIFORM SIGN GI OVER GI TIMES SHE3 (𒄀 / 𒄀 × 𒂠),,
,http://www.wikidata.org/entity/Q123227010,𒄀×𒄕,CUNEIFORM SIGN GI TIMES GISH TENU (𒄀 × 𒄕),,
,http://www.wikidata.org/entity/Q123157846,𒄀×𒉇,CUNEIFORM SIGN GI TIMES NAM2 (𒄀 × 𒉇),,
,http://www.wikidata.org/entity/Q123157864,𒄀×𒋠,CUNEIFORM SIGN GI TIMES SIG2 (𒄀 × 𒋠),,
,http://www.wikidata.org/entity/Q123227019,𒄀𒆸,CUNEIFORM SIGN GI.LAGAB (𒄀 & 𒆸),,
o0002813,http://www.wikidata.org/entity/Q120351367,𒋙𒀾,CUNEIFORM SIGN GIBIL2 (𒋙 & 𒀾),,
o0002065,http://www.wikidata.org/entity/Q123301405,𒄀×𒉈,CUNEIFORM SIGN GIBIL6 (𒄀 × 𒉈),,
o0002000,http://www.wikidata.org/entity/Q120269859,𒈦𒌋,CUNEIFORM SIGN GIDIM2 (𒈦 & 𒌋),,
,http://www.wikidata.org/entity/Q123262721,𒄫@g,CUNEIFORM SIGN GIR GUNU (𒄫@g),,
,http://www.wikidata.org/entity/Q123157936,𒄊@g,CUNEIFORM SIGN GIR3 GUNU (𒄊@g),,
o0221866,http://www.wikidata.org/entity/Q123301433,𒄊×𒊺,CUNEIFORM SIGN GIR3 TIMES SHE (𒄊 × 𒊺),,
o0002446,http://www.wikidata.org/entity/Q120279982,𒌋𒀜,CUNEIFORM SIGN GIR4 (𒌋 & 𒀜),,
,http://www.wikidata.org/entity/Q123262786,𒄑×𒇲,CUNEIFORM SIGN GISH TIMES LA2 (𒄑 × 𒇲),,
,http://www.wikidata.org/entity/Q123301720,𒉿𒉀,CUNEIFORM SIGN GIZZAL_X (𒉿 & 𒉀),,
o0027538,http://www.wikidata.org/entity/Q122937184,𒄘@s,CUNEIFORM SIGN GU2 SHESHIG (𒄘@s),,
o0027605,http://www.wikidata.org/entity/Q122937195,𒄘×𒉺,CUNEIFORM SIGN GU2 TIMES PA (𒄘 × 𒉺),,
o0027603,http://www.wikidata.org/entity/Q122915246,𒄘×𒉽,CUNEIFORM SIGN GU2 TIMES PAP (𒄘 × 𒉽),,
,http://www.wikidata.org/entity/Q122937157,𒄘𒉭,CUNEIFORM SIGN GU2.NUNUZ (𒄘 & 𒉭),,
o0000223,http://www.wikidata.org/entity/Q124858418,𒄞@s,CUNEIFORM SIGN GUD SHESHIG (𒄞@s),,
o0001421,http://www.wikidata.org/entity/Q122937886,𒄞×𒁁,CUNEIFORM SIGN GUD TIMES BAD (𒄞 × 𒁁),,
o0037892,http://www.wikidata.org/entity/Q124858565,𒄞×𒉽,CUNEIFORM SIGN GUD TIMES PAP (𒄞 × 𒉽),,
o0002643,http://www.wikidata.org/entity/Q120349250,𒍝𒄢,CUNEIFORM SIGN GUG (𒍝 & 𒄢),,
,http://www.wikidata.org/entity/Q123158004,𒈖×𒋡,CUNEIFORM SIGN GUG2 TIMES SILA3 (𒈖 × 𒋡),,
,http://www.wikidata.org/entity/Q123158013,𒈖×𒌉,CUNEIFORM SIGN GUG2 TIMES TUR (𒈖 × 𒌉),,
o0001909,http://www.wikidata.org/entity/Q123089333,𒇻𒄾,CUNEIFORM SIGN GUKKAL (𒇻 & 𒄾),,
,http://www.wikidata.org/entity/Q123262802,𒇻𒄾×𒄭@g,CUNEIFORM SIGN GUKKAL TIMES HI GUNU ((𒇻 & 𒄾) × 𒄭@g),,
,http://www.wikidata.org/entity/Q123158111,𒄣@n,CUNEIFORM SIGN GUM NUTILLU (𒄣@n),,
o0001427,http://www.wikidata.org/entity/Q120271361,𒄘𒌧,CUNEIFORM SIGN GUN (𒄘 & 𒌧),,
,http://www.wikidata.org/entity/Q123158155,𒄨×𒋻,CUNEIFORM SIGN GURUSH TIMES TAR (𒄨 × 𒋻),,
o0001768,http://www.wikidata.org/entity/Q123118662,𒆬𒄀,CUNEIFORM SIGN GUSHKIG (𒆬 & 𒄀),,
,http://www.wikidata.org/entity/Q122947692,𒄫×𒅆𒇻,CUNEIFORM SIGN HA GUNU TIMES IGI.LU (𒄫 × (𒅆 & 𒇻)),,
,http://www.wikidata.org/entity/Q123158024,𒄭@g,CUNEIFORM SIGN HI GUNU (𒄭@g),,
o0001449,http://www.wikidata.org/entity/Q122936823,𒄭×𒀾𒄭×𒀾,CUNEIFORM SIGN HI TIMES ASH2.HI TIMES ASH2 (𒄭 × (𒀾 & 𒄭) × 𒀾),,
o0027609,http://www.wikidata.org/entity/Q122914875,𒄭×𒄬,CUNEIFORM SIGN HI TIMES HAL (𒄭 × 𒄬),,
o0022963,http://www.wikidata.org/entity/Q125097132,𒄭×𒄭,CUNEIFORM SIGN HI TIMES HI (𒄭 × 𒄭),,
o0027992,http://www.wikidata.org/entity/Q124980330,𒄭×𒉺,CUNEIFORM SIGN HI TIMES PA (𒄭 × 𒉺),,
o0027990,http://www.wikidata.org/entity/Q124980316,𒄭×𒉽,CUNEIFORM SIGN HI TIMES PAP (𒄭 × 𒉽),,
o0018513,http://www.wikidata.org/entity/Q124980301,𒄭×𒊬,CUNEIFORM SIGN HI TIMES SAR (𒄭 × 𒊬),,
,http://www.wikidata.org/entity/Q123262829,𒄭×ZATU707,CUNEIFORM SIGN HI TIMES ZATU 707 (𒄭 × ZATU 707),,
o0001443,http://www.wikidata.org/entity/Q122811328,𒄭𒀀,CUNEIFORM SIGN HI.A (𒄭 & 𒀀),,
o0027607,http://www.wikidata.org/entity/Q122924604,𒄭𒋦,CUNEIFORM SIGN HI.SUHUR (𒄭 & 𒋦),,
o0027540,http://www.wikidata.org/entity/Q122808427,𒄷@g,CUNEIFORM SIGN HU GUNU (𒄷@g),,
,http://www.wikidata.org/entity/Q123302196,𒄷𒃡,CUNEIFORM SIGN HU.UR3 (𒄷 & 𒃡),,
o0001516,http://www.wikidata.org/entity/Q120303475,𒅆𒌨,CUNEIFORM SIGN HUL (𒅆 & 𒌨),,
o0001515,http://www.wikidata.org/entity/Q120303812,𒅆𒌪,CUNEIFORM SIGN HUL4 (𒅆 & 𒌪),,
o0000858,http://www.wikidata.org/entity/Q120275832,𒀼𒋰,CUNEIFORM SIGN IA9 (𒀼 &  𒋰),,
o0000697,http://www.wikidata.org/entity/Q122417286,𒀀𒇉,CUNEIFORM SIGN ID2 (𒀀 & 𒇉),,
o0001993,http://www.wikidata.org/entity/Q120269385,𒈦𒄘𒃼,CUNEIFORM SIGN IDIGNA (𒈦 & 𒄘 &  𒃼),,
o0223361,http://www.wikidata.org/entity/Q123055614,𒅆𒆸,CUNEIFORM SIGN IGI.NIGIN (𒅆 & 𒆸),,
o0027612,http://www.wikidata.org/entity/Q122924635,𒅆𒋦,CUNEIFORM SIGN IGI.SUHUR (𒅆 & 𒋦),,
o0001586,http://www.wikidata.org/entity/Q120273826,𒆜𒆳,CUNEIFORM SIGN ILLAT (𒆜 & 𒆳),,
,http://www.wikidata.org/entity/Q123227115,𒅔×𒀀,CUNEIFORM SIGN IN TIMES A (𒅔 × 𒀀),,
,http://www.wikidata.org/entity/Q120348480,𒐈𒎙,CUNEIFORM SIGN ISZSZEBU (𒐈 & 𒎙),,
o0001590,http://www.wikidata.org/entity/Q120273608,𒆜𒌚,CUNEIFORM SIGN ITI3 (𒆜 & 𒌚),,
o0027996,http://www.wikidata.org/entity/Q125116618,𒅗×𒀸,CUNEIFORM SIGN KA TIMES ASH (𒅗 × 𒀸),,
o0018515,http://www.wikidata.org/entity/Q124980069,𒅗×𒁄,CUNEIFORM SIGN KA TIMES BAL (𒅗 × 𒁄),,
o0001619,http://www.wikidata.org/entity/Q124979991,𒅗×𒁺,CUNEIFORM SIGN KA TIMES DU (𒅗 × 𒁺),,
o0001618,http://www.wikidata.org/entity/Q124979851,𒅗×𒂀,CUNEIFORM SIGN KA TIMES DUB2 (𒅗 × 𒂀),,
o0001629,http://www.wikidata.org/entity/Q124979718,𒅗×𒂷,CUNEIFORM SIGN KA TIMES GA2 (𒅗 × 𒂷),,
o0023053,http://www.wikidata.org/entity/Q125116602,𒅗×𒆪,CUNEIFORM SIGN KA TIMES KU (𒅗 × 𒆪),,
o0028000,http://www.wikidata.org/entity/Q125116593,𒅗×𒈦,CUNEIFORM SIGN KA TIMES MASH (𒅗 × 𒈦),,
o0022976,http://www.wikidata.org/entity/Q124979594,𒅗×𒈩,CUNEIFORM SIGN KA TIMES MES (𒅗 × 𒈩),,
o0031905,http://www.wikidata.org/entity/Q124979044,𒅗×𒈬,CUNEIFORM SIGN KA TIMES MU (𒅗 × 𒈬),,
o0027727,http://www.wikidata.org/entity/Q124979213,𒅗×𒈾,CUNEIFORM SIGN KA TIMES NA (𒅗 × 𒈾),,
o0027613,http://www.wikidata.org/entity/Q122914929,𒅗×𒉎,CUNEIFORM SIGN KA TIMES NI2 (𒅗 × 𒉎),,
o0018516,http://www.wikidata.org/entity/Q124979316,𒅗×𒊩,CUNEIFORM SIGN KA TIMES SAL (𒅗 × 𒊩),,
o0028002,http://www.wikidata.org/entity/Q125116581,𒅗×𒊹,CUNEIFORM SIGN KA TIMES SHAR2 (𒅗 × 𒊹),,
o0023054,http://www.wikidata.org/entity/Q125116439,𒅗×𒋛,CUNEIFORM SIGN KA TIMES SI (𒅗 × 𒋛),,
o0031577,http://www.wikidata.org/entity/Q124979464,𒅗×𒋰,CUNEIFORM SIGN KA TIMES TAB (𒅗 × 𒋰),,
o0001642,http://www.wikidata.org/entity/Q125116454,𒅗×𒋺,CUNEIFORM SIGN KA TIMES TAK4 (𒅗 × 𒋺),,
o0018517,http://www.wikidata.org/entity/Q124979394,𒅗×𒋼,CUNEIFORM SIGN KA TIMES TE (𒅗 ×𒋼),,
o0018577,http://www.wikidata.org/entity/Q125116470,𒅗×𒍏,CUNEIFORM SIGN KA TIMES URUDA (𒅗 × 𒍏),,
o0022977,http://www.wikidata.org/entity/Q125097147,𒅗×𒍜,CUNEIFORM SIGN KA TIMES UZU (𒅗 × 𒍜),,
o0027542,http://www.wikidata.org/entity/Q122937039,𒆏@g,CUNEIFORM SIGN KAB GUNU (𒆏@g),,
,http://www.wikidata.org/entity/Q123159488,𒆏×𒁹,CUNEIFORM SIGN KAB TIMES DISH (𒆏 × 𒁹),,
o0001573,http://www.wikidata.org/entity/Q122947584,𒆕𒄑,CUNEIFORM SIGN KAK.GISH (𒆕 &  𒄑),,
o0002412,http://www.wikidata.org/entity/Q121300333,𒋼𒀀,CUNEIFORM SIGN KAR (𒋼 & 𒀀),,
o0000276,http://www.wikidata.org/entity/Q124822624,𒁉@g,CUNEIFORM SIGN KASH GUNU (𒁉@g),,
o0001585,http://www.wikidata.org/entity/Q120274220,𒆜𒄴,CUNEIFORM SIGN KASKAL.AH (𒆜 & 𒄴),,
o0001583,http://www.wikidata.org/entity/Q120273981,𒆜𒁍,CUNEIFORM SIGN KASKAL.BU (𒆜 & 𒁍),,
o0001584,http://www.wikidata.org/entity/Q122935338,𒆜𒂵,CUNEIFORM SIGN KASKAL.GA (𒆜 & 𒂵),,
o0001587,http://www.wikidata.org/entity/Q120274372,𒆜𒆸,CUNEIFORM SIGN KASKAL.LAGAB (𒆜 & 𒆸),,
o0022978,http://www.wikidata.org/entity/Q125116492,𒆟×𒀀,CUNEIFORM SIGN KESH2 TIMES A (𒆟 × 𒀀),,
o0002811,http://www.wikidata.org/entity/Q120350444,𒋙𒀭𒄲,CUNEIFORM SIGN KESH3 (𒋙 & 𒀭 & 𒄲),,
o0002403,http://www.wikidata.org/entity/Q121507864,𒋺×𒅎,CUNEIFORM SIGN KID2 TIMES IM (𒋺 × 𒅎),,
o0001712,http://www.wikidata.org/entity/Q122674134,𒆠𒈫,CUNEIFORM SIGN KIMIN (𒆠 & 𒈫),,
o0001739,http://www.wikidata.org/entity/Q125116550,𒆥×𒌓,CUNEIFORM SIGN KIN TIMES UD (𒆥 × 𒌓),,
o0001211,http://www.wikidata.org/entity/Q123159546,𒃲𒌺,CUNEIFORM SIGN KINGAL (𒃲 & 𒌺),,
,http://www.wikidata.org/entity/Q125116511,𒆦×𒉽,CUNEIFORM SIGN KISAL TIMES PAP (𒆦 × 𒉽),,
o0027615,http://www.wikidata.org/entity/Q122914856,𒆦×𒌓,CUNEIFORM SIGN KISAL TIMES UD (𒆦 × 𒌓),,
o0002619,http://www.wikidata.org/entity/Q122859908,𒌑𒄉,CUNEIFORM SIGN KISHIK (𒌑 & 𒄉),,
,http://www.wikidata.org/entity/Q123301750,𒁍×𒌦,CUNEIFORM SIGN KITI (𒁍 × 𒌦),,
o0002809,http://www.wikidata.org/entity/Q120350667,𒋙𒀯,CUNEIFORM SIGN KUNGA (𒋙 & 𒀯),,
o0000906,http://www.wikidata.org/entity/Q120269076,𒁇𒀭,CUNEIFORM SIGN KUNGA2 (𒁇 &  𒀭),,
o0001492,http://www.wikidata.org/entity/Q120303999,𒅆𒃻,CUNEIFORM SIGN KURUM7 (𒅆 & 𒃻),,
o0002465,http://www.wikidata.org/entity/Q120300730,𒌋𒄊/𒊊,CUNEIFORM SIGN KUSHU (𒌋 & 𒄊 /  𒊊),,
o0001766,http://www.wikidata.org/entity/Q122924041,𒆵×𒊩,CUNEIFORM SIGN KUSHU2 TIMES SAL (𒆵 × 𒊩),,
o0027565,http://www.wikidata.org/entity/Q124821625,𒇲@t,CUNEIFORM SIGN LA2 TENU (𒇲@t),,
o0001803,http://www.wikidata.org/entity/Q125122416,𒆸×𒀸,CUNEIFORM SIGN LAGAB TIMES ASH (𒆸 × 𒀸),,
o0027697,http://www.wikidata.org/entity/Q122938827,𒆸×𒀾,CUNEIFORM SIGN LAGAB TIMES ASH2 (𒆸 × 𒀾),,
,http://www.wikidata.org/entity/Q123159569,𒆸×𒍎,CUNEIFORM SIGN LAGAB TIMES BANSHUR (𒆸 × 𒍎),,
o0023058,http://www.wikidata.org/entity/Q125122429,𒆸×𒁇,CUNEIFORM SIGN LAGAB TIMES BAR (𒆸 × 𒁇),,
,http://www.wikidata.org/entity/Q123158273,𒆸×𒇯,CUNEIFORM SIGN LAGAB TIMES DU6 (𒆸 × 𒇯),,
o0018500,http://www.wikidata.org/entity/Q125122589,𒆸×𒃲,CUNEIFORM SIGN LAGAB TIMES GAL (𒆸 × 𒃲),,
o0027617,http://www.wikidata.org/entity/Q122914844,𒆸×𒃷,CUNEIFORM SIGN LAGAB TIMES GAN2 (𒆸 × 𒃷),,
o0028008,http://www.wikidata.org/entity/Q125122604,𒆸×𒄥,CUNEIFORM SIGN LAGAB TIMES GUR (𒆸 × 𒄥),,
,http://www.wikidata.org/entity/Q123158295,𒆸×𒄭,CUNEIFORM SIGN LAGAB TIMES HI (𒆸 × 𒄭),,
o0028010,http://www.wikidata.org/entity/Q125122615,𒆸×𒅆,CUNEIFORM SIGN LAGAB TIMES IGI (𒆸 × 𒅆),,
,http://www.wikidata.org/entity/Q123159601,𒆸×𒆵,CUNEIFORM SIGN LAGAB TIMES KUSHU2 (𒆸 × 𒆵),,
,http://www.wikidata.org/entity/Q123158304,𒆸×𒈨,CUNEIFORM SIGN LAGAB TIMES ME (𒆸 × 𒈨),,
o0031942,http://www.wikidata.org/entity/Q124978387,𒆸×𒈬,CUNEIFORM SIGN LAGAB TIMES MU (𒆸 × 𒈬),,
,http://www.wikidata.org/entity/Q123159606,𒆸×𒉣,CUNEIFORM SIGN LAGAB TIMES NUN (𒆸 × 𒉣),,
o0221968,http://www.wikidata.org/entity/Q123158310,𒆸×𒉺,CUNEIFORM SIGN LAGAB TIMES PA (𒆸 × 𒉺),,
o0027723,http://www.wikidata.org/entity/Q124978309,𒆸×𒉽,CUNEIFORM SIGN LAGAB TIMES PAP (𒆸 × 𒉽),,
,http://www.wikidata.org/entity/Q123159608,𒆸×𒊭,CUNEIFORM SIGN LAGAB TIMES SHA (𒆸 × 𒊭),,
o0001840,http://www.wikidata.org/entity/Q125122623,𒆸×𒊺,CUNEIFORM SIGN LAGAB TIMES SHE (𒆸 × 𒊺),,
o0023059,http://www.wikidata.org/entity/Q123159610,𒆸×𒋖,CUNEIFORM SIGN LAGAB TIMES SHITA (𒆸 × 𒋖),,
o0027619,http://www.wikidata.org/entity/Q122914827,𒆸×𒋗,CUNEIFORM SIGN LAGAB TIMES SHU (𒆸 × 𒋗),,
,http://www.wikidata.org/entity/Q123159631,𒆸×𒋻,CUNEIFORM SIGN LAGAB TIMES TAR (𒆸 × 𒋻),,
,http://www.wikidata.org/entity/Q122937105,𒆸×𒌀,CUNEIFORM SIGN LAGAB TIMES TIL (𒆸 × 𒌀),,
o0031578,http://www.wikidata.org/entity/Q125122631,𒆸×𒌇,CUNEIFORM SIGN LAGAB TIMES TUK (𒆸 × 𒌇),,
o0028012,http://www.wikidata.org/entity/Q124978416,𒆸×𒍝,CUNEIFORM SIGN LAGAB TIMES ZA (𒆸 × 𒍝),,
,http://www.wikidata.org/entity/Q123165174,𒆸×𒓯,CUNEIFORM SIGN LAGAB TIMES ZATU 753 (𒆸 × 𒓯),,
,http://www.wikidata.org/entity/Q123289028,𒆸×ZATU766,CUNEIFORM SIGN LAGAB TIMES ZATU 766 (𒆸 × ZATU 766),,
o0037865,http://www.wikidata.org/entity/Q124980659,𒇬×𒃻,CUNEIFORM SIGN LAGAR TIMES GAR (𒇬 × 𒃻),,
o0037869,http://www.wikidata.org/entity/Q124980637,𒇬×𒈦,CUNEIFORM SIGN LAGAR TIMES MASH (𒇬 × 𒈦),,
o0037867,http://www.wikidata.org/entity/Q124980699,𒇬×𒊩,CUNEIFORM SIGN LAGAR TIMES SAL (𒇬 × 𒊩),,
o0031948,http://www.wikidata.org/entity/Q124980719,𒇬×𒋺,CUNEIFORM SIGN LAGAR TIMES TAK4 (𒇬 × 𒋺),,
o0221969,http://www.wikidata.org/entity/Q124980751,𒇬×𒍝,CUNEIFORM SIGN LAGAR TIMES ZA (𒇬 × 𒍝),,
o0000313,http://www.wikidata.org/entity/Q122923351,LAK013,CUNEIFORM SIGN LAK-013,,
o0000321,http://www.wikidata.org/entity/Q122923320,LAK020,CUNEIFORM SIGN LAK-020,,
